기업이름,고용형태,연봉,기업주소,키워드,기업형태,사원수,매출액,인덱스
다비오,3 ~ 15년 · 정규직,회사내규에 따름,"서울 마포구 마포대로 144, 8층 (공덕동,마포티타운)",딥러닝,"중소기업, 스타트업, 주식회사업종응용 소프트웨어 개발 및 공급업설립일",-,-,1192
딥엑스,5 ~ 20년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로 230, 비동 제4층 제408-5호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종기타 공학 연구개발업",38,-,1193
앤씨앤,5 ~ 15년 · 정규직,회사내규에 따름,경기 성남시 분당구 판교로 323,딥러닝,"코스닥, 외부감사법인, 수출입 기업업종기타 반도체소자 제조업",141,-,1194
아이엠에스커넥트,신입 · 경력 · 정규직,회사내규에 따름,"서울 광진구 아차산로 355, 305호",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",24,-,1195
아이엠에스커넥트,3 ~ 9년 · 정규직,회사내규에 따름,"서울 광진구 아차산로 355, 305호",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",24,-,1196
모비루스,1 ~ 15년 · 정규직,회사내규에 따름,"경기 성남시 수정구 창업로 43, 311호 (시흥동,글로벌비즈센터)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",69,-,1197
앤씨앤,5 ~ 10년 · 정규직,회사내규에 따름,경기 성남시 분당구 판교로 323,딥러닝,"코스닥, 외부감사법인, 수출입 기업업종기타 반도체소자 제조업",141,-,1198
에프에스솔루션,10 ~ 15년 · 정규직,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",18,-,1199
에프에스솔루션,3 ~ 9년 · 정규직,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",18,-,1200
에프에스솔루션,신입 · 경력 · 정규직,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",18,-,1201
무브멘토,신입 · 경력 · 정규직,회사내규에 따름,서울 용산구 소월로44길 38,딥러닝,기타업종컴퓨터 프로그래밍 서비스업매출액,-,-,1202
에이블제이,신입 · 경력 · 정규직,회사내규에 따름,"경기 성남시 분당구 대왕판교로645번길 12, R동 8층 12호 (삼평동,경기창조경제혁신센터)",딥러닝,"중소기업, 연구소, 주식회사업종기타 정보기술 및 컴퓨터운영 관련 서비..",8,-,1203
파인더스,신입 · 경력 · 정규직,회사내규에 따름,"서울 영등포구 의사당대로 83, 4층 101호",딥러닝,"중소기업, 연구소, 주식회사업종데이터베이스 및 온라인정보 제공업",21,-,1204
파인더스,신입 · 경력 · 정규직,회사내규에 따름,"서울 영등포구 의사당대로 83, 4층 101호",딥러닝,"중소기업, 연구소, 주식회사업종데이터베이스 및 온라인정보 제공업",21,-,1205
아이브,3 ~ 10년 · 정규직,회사내규에 따름,"경기 용인시 수지구 광교중앙로 338, 제에이 721호, 722호",딥러닝,"중소기업, 주식회사업종시스템 소프트웨어 개발 및 공급업",63,-,1206
인터엑스,2 ~ 5년 · 정규직,회사내규에 따름,"울산 중구 종가6길 7, 10층 (우정동,혁신더테라스)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",79,-,1207
인터엑스,2 ~ 5년 · 정규직,회사내규에 따름,"울산 중구 종가6길 7, 10층 (우정동,혁신더테라스)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",79,-,1208
딥브레인에이아이,3 ~ 20년 · 정규직,회사내규에 따름,서울 강남구 역삼로7길 6,딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종데이터베이스 및 온라인정보 제공업",74,-,1209
올거나이즈코리아,신입 · 경력 · 정규직,회사내규에 따름,"서울 강남구 테헤란로8길 16, 8층 801호",딥러닝,스타트업업종데이터베이스 및 온라인정보 제공업,36,-,1210
테스트웍스,신입 · 경력 · 정규직,회사내규에 따름,"서울 송파구 백제고분로41길 40, 401호 (송파동,부영빌딩)",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종응용 소프트웨어 개발 및 공급업",139,-,1211
테스트웍스,신입 · 경력 · 정규직,회사내규에 따름,"서울 송파구 백제고분로41길 40, 401호 (송파동,부영빌딩)",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종응용 소프트웨어 개발 및 공급업",139,-,1212
인터엑스,2 ~ 5년 · 정규직,회사내규에 따름,"울산 중구 종가6길 7, 10층 (우정동,혁신더테라스)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",79,-,1213
인터엑스,2 ~ 5년 · 정규직,회사내규에 따름,"울산 중구 종가6길 7, 10층 (우정동,혁신더테라스)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",79,-,1214
폼즈,신입 · 경력 · 정규직,회사내규에 따름,"서울 마포구 마포대로 122, 1401호",딥러닝,"중소기업, 주식회사, 연구소업종응용 소프트웨어 개발 및 공급업",6,-,1215
시니스트,3 ~ 20년 · 정규직,회사내규에 따름,"서울 강남구 학동로9길 33 (논현동,시니스트빌딩)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",14,-,1216
안티그래비티,3 ~ 20년 · 정규직,회사내규에 따름,"서울 성동구 성수이로22길 37, 3층 303씨호",딥러닝,"중소기업, 주식회사업종화장품 제조업",18,-,1217
주식회사 마이너,1 ~ 10년 · 정규직,회사내규에 따름,서울 관악구 신림로 134,딥러닝,-,-,-,1218
워트인텔리전스,2 ~ 10년 · 정규직,회사내규에 따름,"서울 서초구 강남대로 507, 6층",딥러닝,"중소기업, 사단법인, 주식회사업종데이터베이스 및 온라인정보 제공업",40,-,1219
토페스,5 ~ 7년 · 정규직,회사내규에 따름,경기 남양주시 화도읍 녹촌로106번길 31,딥러닝,"외부감사법인, 주식회사, 병역특례 인증..업종방송장비 제조업",136,-,1220
고스트패스,3 ~ 10년 · 정규직,회사내규에 따름,서울 종로구 경희궁길 15,딥러닝,"중소기업, 스타트업, 주식회사업종피자, 햄버거, 샌드위치 및 유사 음식점업",110,"142억 8,858만",1221
피처링,2 ~ 10년 · 정규직,회사내규에 따름,"인천 연수구 송도문화로 119, B동 1002호 (송도동,인천글로벌캠퍼스)",딥러닝,"스타트업, 주식회사업종컴퓨터 프로그래밍 서비스업",20,-,1222
쿠팡,10 ~ 20년 · 정규직,회사내규에 따름,"서울 송파구 송파대로 570, 18층",딥러닝,"대기업, 1000대기업, 외부감사법인, 주식..업종전자상거래 소매업",9929,-,1223
쿠팡,8 ~ 15년 · 정규직,회사내규에 따름,"서울 송파구 송파대로 570, 18층",딥러닝,"대기업, 1000대기업, 외부감사법인, 주식..업종전자상거래 소매업",9929,-,1224
주식회사 체인위드,신입 · 경력 · 정규직,회사내규에 따름,서울 강남구 논현로102길 48(역삼동),딥러닝,-,-,-,1225
롯데헬스케어,2 ~ 9년 · 정규직,회사내규에 따름,서울 송파구 올림픽로 300,딥러닝,"대기업, 주식회사업종전자상거래 소매업",89,-,1226
모핀,5 ~ 7년 · 정규직,회사내규에 따름,"서울 마포구 마포대로 122, 11층 (공덕동,프론트원)",딥러닝,"중소기업, 주식회사업종컴퓨터 프로그래밍 서비스업",8,-,1227
전능아이티,2 ~ 9년 · 정규직,회사내규에 따름,"서울 서초구 효령로53길 21, 2층 905호",딥러닝,"중소기업, 외부감사법인, 병역특례 인증..업종응용 소프트웨어 개발 및 공급업",86,-,1228
제로엑스플로우,신입 · 경력 · 정규직,회사내규에 따름,"서울 마포구 백범로31길 21, 별관 4층 410호 (공덕동,창업허브)",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,13,-,1229
에듀템,신입 · 경력 · 정규직,회사내규에 따름,경기 김포시 양촌읍 황금로323번길 26,딥러닝,"중소기업, 연구소, 주식회사, 병역특례 ..업종구름베어링 제조업",45,"44억 3,768만",1230
딥엑스,3 ~ 20년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로 230, 비동 제4층 제408-5호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종기타 공학 연구개발업",38,-,1231
피에트,4 ~ 10년 · 정규직,회사내규에 따름,서울 강남구 봉은사로44길 1,딥러닝,"중소기업, 주식회사업종전자상거래 소매업",41,-,1232
피처링,1 ~ 10년 · 정규직,회사내규에 따름,"인천 연수구 송도문화로 119, B동 1002호 (송도동,인천글로벌캠퍼스)",딥러닝,"스타트업, 주식회사업종컴퓨터 프로그래밍 서비스업",20,-,1233
휴런,5 ~ 20년 · 정규직,회사내규에 따름,"서울 영등포구 영등포로 150, C동 10층 (당산동1가,생각공장 당산)",딥러닝,"중소기업, 외부감사법인, 주식회사, 병역..업종응용 소프트웨어 개발 및 공급업",51,-,1234
알피니언메디칼시스템,신입 · 경력 · 정규직,회사내규에 따름,"서울 강서구 마곡중앙14로 15, 알피니언메디칼시스템",딥러닝,"중견기업, 주식회사, 병역특례 인증업체,..업종전기·전자·제어",212,-,1235
알피니언메디칼시스템,2 ~ 15년 · 정규직,회사내규에 따름,"서울 강서구 마곡중앙14로 15, 알피니언메디칼시스템",딥러닝,"중견기업, 주식회사, 병역특례 인증업체,..업종전기·전자·제어",212,-,1236
메이크스타,3 ~ 15년 · 정규직,회사내규에 따름,"서울 강남구 학동로23길 29, 메이크스타",딥러닝,"중소기업, 스타트업, 외국인 투자기업, ..홈페이지",-,-,1237
이몰디노,3 ~ 5년 · 정규직,회사내규에 따름,"서울 중구 한강대로 416, 14층 101호 (남대문로5가,서울스퀘어)",딥러닝,"중소기업, 주식회사홈페이지",-,-,1238
폼즈,신입 · 경력 · 정규직,회사내규에 따름,"서울 마포구 마포대로 122, 1401호",딥러닝,"중소기업, 주식회사, 연구소업종응용 소프트웨어 개발 및 공급업",6,-,1239
노르마,3 ~ 10년 · 정규직,회사내규에 따름,"서울 성동구 아차산로15길 52, 제202,제203호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체,..업종응용 소프트웨어 개발 및 공급업",54,-,1240
노르마,신입 · 경력 · 정규직,회사내규에 따름,"서울 성동구 아차산로15길 52, 제202,제203호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체,..업종응용 소프트웨어 개발 및 공급업",54,-,1241
주식회사 체인위드,신입 · 경력 · 정규직,회사내규에 따름,서울 강남구 논현로102길 48(역삼동),딥러닝,-,-,-,1242
주식회사 체인위드,2 ~ 15년 · 정규직,회사내규에 따름,서울 강남구 논현로102길 48(역삼동),딥러닝,-,-,-,1243
펀진,3 ~ 7년 · 정규직,회사내규에 따름,"서울 성동구 연무장5가길 7, 이스트동 13층 (성수동2가,현대테라스타워)",딥러닝,"중소기업, 스타트업, 주식회사, 수출입 ..업종컴퓨터시스템 통합 자문 및 구축 서비스업",64,-,1244
휴가중,3 ~ 10년 · 정규직,회사내규에 따름,"서울 마포구 백범로31길 21, 본관 8층 801호 (공덕동,서울창업허브 공덕)",딥러닝,중소기업업종여행사업,10,-,1245
휴가중,3 ~ 10년 · 정규직,회사내규에 따름,"서울 마포구 백범로31길 21, 본관 8층 801호 (공덕동,서울창업허브 공덕)",딥러닝,중소기업업종여행사업,10,-,1246
카비,3 ~ 10년 · 정규직,회사내규에 따름,"서울 금천구 벚꽃로 244, 301호",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종응용 소프트웨어 개발 및 공급업",23,-,1247
로드텍,4 ~ 20년 · 정규직,회사내규에 따름,"경기 안산시 상록구 해안로 705, 503호, 504호, 505호, 506호, 507호 (사동,경기테크노파크알아이티센터)",딥러닝,"중소기업, 주식회사업종건물 및 토목 엔지니어링 서비스업",37,-,1248
큐로드,5 ~ 10년 · 정규직,회사내규에 따름,"서울 영등포구 국회대로70길 18, 5층, 6층",딥러닝,중소기업,261,-,1249
더블유지에스,신입 · 경력 · 정규직,회사내규에 따름,"경기 수원시 장안구 서부로 2066, 산학협력센터 85508호 (천천동,성균관대학교)",딥러닝,"중소기업, 주식회사, 수출입 기업업종반도체 제조용 기계 제조업",18,-,1250
더리얼마케팅,3 ~ 7년 · 정규직,회사내규에 따름,"서울 동대문구 청계천로 489, 9층",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,18,14억 560만,1251
바틀,3 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 수정구 대왕판교로 815, 기업지원허브 창업존 824호",딥러닝,중소기업업종컴퓨터 프로그래밍 서비스업,8,-,1252
올거나이즈코리아,3 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로8길 16, 8층 801호",딥러닝,스타트업업종데이터베이스 및 온라인정보 제공업,36,-,1253
티오이십일콤즈,5 ~ 10년 · 정규직,회사내규에 따름,"서울 구로구 디지털로 271, 7층 708호",딥러닝,"중소기업, 연구소, 주식회사, 수출입 기업업종기타 무선 통신장비 제조업",17,-,1254
에이아이비즈,3 ~ 10년 · 정규직,회사내규에 따름,"서울 동작구 상도로 369, 벤처중소기업센터 211호 (상도동,숭실대학교)",딥러닝,중소기업업종시스템 소프트웨어 개발 및 공급업,11,-,1255
로코모션뷰,3 ~ 20년 · 정규직,회사내규에 따름,"서울 동대문구 청계천로 489, 9층",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,18,14억 560만,1256
텔콤씨앤에스,3 ~ 7년 · 정규직,회사내규에 따름,서울 관악구 남부순환로 2004,딥러닝,"중소기업, 주식회사, 수출입 기업업종전기용 기계ㆍ장비 및 관련 기자재 도매업",33,-,1257
다임리서치,5 ~ 10년 · 정규직,회사내규에 따름,대전 유성구 대학로 99,딥러닝,"중소기업, 주식회사업종컴퓨터시스템 통합 자문 및 구축 서비스업",39,-,1258
딥엑스,3 ~ 20년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로 230, 비동 제4층 제408-5호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종기타 공학 연구개발업",38,-,1259
딥엑스,3 ~ 20년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로 230, 비동 제4층 제408-5호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종기타 공학 연구개발업",38,-,1260
